Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
4.330000000e+002	-4.257242837e+000	-3.042275188e-001		4.330000000e+002	5.615363598e+000	-3.918857836e-001		4.330000000e+002	-5.402559921e+000	6.913318753e-001		
4.340000000e+002	-4.278659118e+000	-4.438539907e-001		4.340000000e+002	5.854372422e+000	-6.299691012e-001		4.340000000e+002	-5.585475485e+000	7.396061765e-001		
4.350000000e+002	-4.388067467e+000	-7.235316152e-001		4.350000000e+002	6.182451596e+000	-5.909584716e-001		4.350000000e+002	-5.797959411e+000	6.918736423e-001		
4.360000000e+002	-4.470886345e+000	-5.558564221e-001		4.360000000e+002	6.470007258e+000	-6.694632464e-001		4.360000000e+002	-6.124009609e+000	1.123026060e+000		
4.370000000e+002	-4.784401312e+000	-3.996505275e-001		4.370000000e+002	7.084253397e+000	-1.051043009e+000		4.370000000e+002	-6.708228376e+000	1.270909009e+000		
4.380000000e+002	-5.115354351e+000	-5.785518997e-001		4.380000000e+002	7.607882558e+000	-1.319074247e+000		4.380000000e+002	-7.046746120e+000	1.448957227e+000		
4.390000000e+002	-5.499866375e+000	-5.392418443e-001		4.390000000e+002	8.405999233e+000	-1.838101646e+000		4.390000000e+002	-7.537090889e+000	1.808829694e+000		
4.400000000e+002	-6.001168239e+000	-6.063160254e-001		4.400000000e+002	9.219452262e+000	-2.069608781e+000		4.400000000e+002	-7.899004100e+000	1.828888203e+000		
4.410000000e+002	-6.342264603e+000	-3.724998403e-001		4.410000000e+002	1.118514914e+001	-2.861669647e+000		4.410000000e+002	-8.406707197e+000	2.233716053e+000		
4.420000000e+002	-7.286386276e+000	1.759080510e-001		4.420000000e+002	1.291336086e+001	-4.343786302e+000		4.420000000e+002	-9.302400674e+000	2.718563019e+000		
4.430000000e+002	-8.235551216e+000	2.220793673e-002		4.430000000e+002	1.566802768e+001	-6.911038877e+000		4.430000000e+002	-1.022265270e+001	2.901825952e+000		
4.440000000e+002	-9.021670635e+000	1.060987560e+000		4.440000000e+002	1.709435449e+001	-1.571472214e+001		4.440000000e+002	-1.071390460e+001	3.959445434e+000		
4.450000000e+002	-1.059933123e+001	3.258807342e+000		4.450000000e+002	-7.118430110e-002	-2.291029695e+001		4.450000000e+002	-1.279077506e+001	5.902787003e+000		
4.460000000e+002	-1.289549218e+001	9.006482876e+000		4.460000000e+002	-1.250717505e+001	-1.296589486e+001		4.460000000e+002	-1.598957375e+001	1.169653286e+001		
4.470000000e+002	-1.196359921e+001	1.945457212e+001		4.470000000e+002	-8.864292711e+000	-4.359727148e+000		4.470000000e+002	-1.495447217e+001	2.222989124e+001		
4.480000000e+002	8.299673248e+000	2.161866212e+001		4.480000000e+002	-4.641862611e+000	-2.971797519e-002		4.480000000e+002	4.866722282e+000	2.527830529e+001		
4.490000000e+002	1.724072241e+001	1.121952270e+001		4.490000000e+002	-1.898201707e+000	-6.476785424e-001		4.490000000e+002	1.307300583e+001	1.398547726e+001		
4.500000000e+002	1.471780080e+001	5.021784932e+000		4.500000000e+002	-5.369198606e-001	-1.106728413e+000		4.500000000e+002	9.644378103e+000	7.555862032e+000		
4.510000000e+002	1.272140009e+001	6.423160116e-001		4.510000000e+002	3.327699666e-001	-9.555883460e-001		4.510000000e+002	6.657132092e+000	4.109894264e+000		
4.520000000e+002	1.123101972e+001	-2.524925603e-001		4.520000000e+002	2.199822841e-001	-1.159932735e+000		4.520000000e+002	4.525355180e+000	3.424293975e+000		
4.530000000e+002	1.022446073e+001	-2.266636350e+000		4.530000000e+002	1.283757280e+000	-1.086277412e+000		4.530000000e+002	2.462165914e+000	2.254475717e+000		
4.540000000e+002	9.671717159e+000	-2.963920758e+000		4.540000000e+002	1.767667265e+000	-1.251215082e+000		4.540000000e+002	1.177086552e+000	2.542164025e+000		
4.550000000e+002	9.179410321e+000	-3.924956337e+000		4.550000000e+002	2.024471643e+000	-1.684775840e+000		4.550000000e+002	-4.093475835e-001	3.101199718e+000		
4.560000000e+002	1.008805408e+001	-4.732511098e+000		4.560000000e+002	2.590515784e+000	-1.752365531e+000		4.560000000e+002	-1.463163854e+000	3.362634644e+000		
4.570000000e+002	9.739072484e+000	-7.709342268e+000		4.570000000e+002	2.879775615e+000	-2.362944459e+000		4.570000000e+002	-2.207259812e+000	4.694336312e+000		
4.580000000e+002	9.606929953e+000	-1.060679674e+001		4.580000000e+002	3.210383425e+000	-3.110458090e+000		4.580000000e+002	-2.807874544e+000	6.326767985e+000		
4.590000000e+002	7.117850538e+000	-1.215299497e+001		4.590000000e+002	3.014247229e+000	-3.882705317e+000		4.590000000e+002	-1.826081634e+000	7.540621370e+000		
4.600000000e+002	1.973751318e+000	-1.396721025e+001		4.600000000e+002	1.999954910e+000	-4.121946757e+000		4.600000000e+002	1.955952312e-001	8.863242436e+000		
4.610000000e+002	-3.016191989e+000	-1.420624358e+001		4.610000000e+002	9.732533936e-001	-4.346329914e+000		4.610000000e+002	2.929540578e+000	8.942665812e+000		
4.620000000e+002	-4.529916875e+000	-1.104323904e+001		4.620000000e+002	4.368541973e-001	-3.336043617e+000		4.620000000e+002	3.741905405e+000	7.420049762e+000		
4.630000000e+002	-6.952727028e+000	-7.286677242e+000		4.630000000e+002	1.148271130e-001	-1.736429548e+000		4.630000000e+002	4.964129484e+000	4.461481324e+000		
4.640000000e+002	-6.482545601e+000	-5.869373466e+000		4.640000000e+002	3.067690149e-001	-1.843580193e+000		4.640000000e+002	4.452394886e+000	3.954314645e+000		
4.650000000e+002	-6.222708650e+000	-4.585054386e+000		4.650000000e+002	5.946498976e-001	-1.574734117e+000		4.650000000e+002	4.371898283e+000	3.068501730e+000		
4.660000000e+002	-4.407576525e+000	-2.904477119e+000		4.660000000e+002	1.433436102e+000	-8.196283561e-001		4.660000000e+002	3.294801639e+000	1.557580981e+000		
4.670000000e+002	-3.736166234e+000	-3.038621785e+000		4.670000000e+002	1.661655779e+000	-1.004394446e+000		4.670000000e+002	2.786634670e+000	2.082308361e+000		
4.680000000e+002	-3.225799327e+000	-2.173287683e+000		4.680000000e+002	2.243495478e+000	-7.127720793e-001		4.680000000e+002	2.211315041e+000	1.130207123e+000		
4.690000000e+002	-2.675668997e+000	-2.013203161e+000		4.690000000e+002	2.768729226e+000	-7.507293216e-001		4.690000000e+002	1.648793407e+000	1.048865924e+000		
4.700000000e+002	-2.016065550e+000	-1.891663938e+000		4.700000000e+002	3.026230870e+000	-7.460046872e-001		4.700000000e+002	1.577545062e+000	9.562478800e-001		
4.710000000e+002	-1.392707008e+000	-1.909953316e+000		4.710000000e+002	3.408295559e+000	-6.784846253e-001		4.710000000e+002	1.063135568e+000	6.300389737e-001		
4.720000000e+002	-8.025765039e-001	-1.824687296e+000		4.720000000e+002	3.835251543e+000	-6.890846750e-001		4.720000000e+002	7.322517693e-001	3.766672697e-001		
4.730000000e+002	-4.951522096e-001	-1.876119474e+000		4.730000000e+002	4.212021871e+000	-9.200806763e-001		4.730000000e+002	4.969505144e-001	4.250055355e-001		
4.740000000e+002	3.047191303e-001	-1.890821772e+000		4.740000000e+002	4.861391940e+000	-8.002402248e-001		4.740000000e+002	6.806642992e-002	-8.119590487e-002		
4.750000000e+002	1.006795979e+000	-2.467151221e+000		4.750000000e+002	5.590299749e+000	-1.127745978e+000		4.750000000e+002	-3.230827569e-001	-2.633765734e-001		
4.760000000e+002	1.003156969e+000	-2.876716980e+000		4.760000000e+002	5.656318501e+000	-1.573399586e+000		4.760000000e+002	-5.097961111e-001	-2.598479643e-001		
4.770000000e+002	1.509533510e+000	-3.865642232e+000		4.770000000e+002	6.478232081e+000	-2.157442141e+000		4.770000000e+002	-1.344779833e+000	-9.421412235e-001		
4.780000000e+002	1.466728858e+000	-4.424456395e+000		4.780000000e+002	6.779787135e+000	-2.723549688e+000		4.780000000e+002	-2.079468144e+000	-1.213180431e+000		
4.790000000e+002	6.610983383e-001	-5.090475273e+000		4.790000000e+002	6.426914850e+000	-3.324349385e+000		4.790000000e+002	-3.176686702e+000	-8.732212808e-001		
4.800000000e+002	1.116728104e-001	-5.378894106e+000		4.800000000e+002	6.535496982e+000	-3.678099622e+000		4.800000000e+002	-4.231680691e+000	-8.893346439e-001		
4.810000000e+002	2.453018211e-001	-4.533833624e+000		4.810000000e+002	7.239169787e+000	-3.060935079e+000		4.810000000e+002	-5.853392943e+000	-1.314677483e+000		
4.820000000e+002	1.171883240e-001	-4.136547918e+000		4.820000000e+002	7.469338794e+000	-3.184659070e+000		4.820000000e+002	-6.482543267e+000	-3.308145825e-001		
4.830000000e+002	8.645250982e-001	-3.643082276e+000		4.830000000e+002	8.741307803e+000	-2.718409562e+000		4.830000000e+002	-7.487951229e+000	-1.627197290e-001		
4.840000000e+002	1.614667724e+000	-3.465456599e+000		4.840000000e+002	9.703433141e+000	-3.067194720e+000		4.840000000e+002	-8.554249876e+000	6.353397522e-001		
4.850000000e+002	2.598629550e+000	-3.372380032e+000		4.850000000e+002	1.139093620e+001	-3.330192806e+000		4.850000000e+002	-9.670691779e+000	1.005713806e+000		
4.860000000e+002	3.922886906e+000	-3.687212122e+000		4.860000000e+002	1.344232309e+001	-4.028745324e+000		4.860000000e+002	-1.113181849e+001	1.536118313e+000		
4.870000000e+002	5.555786146e+000	-4.265312841e+000		4.870000000e+002	1.602889762e+001	-4.890454226e+000		4.870000000e+002	-1.285383437e+001	2.512455626e+000		
4.880000000e+002	6.769596353e+000	-5.359782207e+000		4.880000000e+002	1.817765826e+001	-6.915312331e+000		4.880000000e+002	-1.462293993e+001	3.760400365e+000		
4.890000000e+002	9.924744047e+000	-6.625960698e+000		4.890000000e+002	2.322317163e+001	-8.931200696e+000		4.890000000e+002	-1.868775910e+001	5.078330978e+000		
4.900000000e+002	1.153776858e+001	-9.241388235e+000		4.900000000e+002	2.659228064e+001	-1.310627544e+001		4.900000000e+002	-2.110564385e+001	8.572568234e+000		
4.910000000e+002	1.283112353e+001	-1.117222919e+001		4.910000000e+002	2.844332012e+001	-1.681867511e+001		4.910000000e+002	-2.311677797e+001	1.046584279e+001		
4.920000000e+002	3.079093173e+000	-1.598238209e+001		4.920000000e+002	1.213993888e+001	-2.595756269e+001		4.920000000e+002	-1.081784451e+001	1.763994218e+001		
4.930000000e+002	-1.096798487e+001	-1.270740809e+001		4.930000000e+002	-1.383086895e+001	-2.051463602e+001		4.930000000e+002	8.318091188e+000	1.473339466e+001		
4.940000000e+002	-2.088812171e+001	-9.725814897e+000		4.940000000e+002	-3.348480978e+001	-1.617735676e+001		4.940000000e+002	2.293177391e+001	1.277023634e+001		
4.950000000e+002	-1.701964335e+001	-5.859738940e+000		4.950000000e+002	-2.618902782e+001	-1.114713228e+001		4.950000000e+002	1.758705654e+001	8.560613766e+000		
4.960000000e+002	-1.501957057e+001	-5.269544106e+000		4.960000000e+002	-2.318266368e+001	-8.557294118e+000		4.960000000e+002	1.490748208e+001	6.371707322e+000		
4.970000000e+002	-1.263302604e+001	-2.896565823e+000		4.970000000e+002	-1.935853183e+001	-4.409969986e+000		4.970000000e+002	1.284931196e+001	3.519165735e+000		
4.980000000e+002	-1.109813266e+001	-1.412904776e+000		4.980000000e+002	-1.724372231e+001	-8.844495021e-001		4.980000000e+002	1.111102381e+001	1.502664515e+000		
4.990000000e+002	-1.016195923e+001	-2.257879776e+000		4.990000000e+002	-1.546963456e+001	-2.674926024e+000		4.990000000e+002	9.667603970e+000	2.012819616e+000		
5.000000000e+002	-8.591170555e+000	-1.416933359e+000		5.000000000e+002	-1.356047362e+001	-1.129602145e+000		5.000000000e+002	8.116740180e+000	1.113796377e+000		
5.010000000e+002	-8.464582814e+000	-1.097835012e+000		5.010000000e+002	-1.420676171e+001	-6.048223977e-001		5.010000000e+002	8.565649642e+000	7.713234219e-001		
5.020000000e+002	-6.336687641e+000	-1.101577979e+000		5.020000000e+002	-1.082876193e+001	-2.858547995e-001		5.020000000e+002	5.756793674e+000	2.782170125e-001		
5.030000000e+002	-5.591026384e+000	-1.911422923e+000		5.030000000e+002	-9.875359323e+000	-1.084878115e+000		5.030000000e+002	4.782194178e+000	9.825699193e-001		
5.040000000e+002	-4.893836112e+000	-1.579348813e+000		5.040000000e+002	-9.140504232e+000	-8.520764181e-001		5.040000000e+002	4.219536785e+000	6.156300713e-001		
5.050000000e+002	-3.915425283e+000	-2.032337038e+000		5.050000000e+002	-8.923378089e+000	-4.976808933e-001		5.050000000e+002	3.668900767e+000	9.030862489e-001		
5.060000000e+002	-2.773442628e+000	-2.666219436e+000		5.060000000e+002	-7.337203265e+000	-8.129695132e-001		5.060000000e+002	2.048712581e+000	1.013397834e+000		
5.070000000e+002	-1.806020013e+000	-4.204767191e+000		5.070000000e+002	-6.710207561e+000	-1.723244508e+000		5.070000000e+002	1.623149865e+000	1.481958045e+000		
5.080000000e+002	-3.359781396e+000	-7.197897079e+000		5.080000000e+002	-7.546099917e+000	-3.921609849e+000		5.080000000e+002	1.765118596e+000	3.116145136e+000		
5.090000000e+002	-6.965886589e+000	-4.376919377e+000		5.090000000e+002	-1.028800083e+001	-2.070167372e+000		5.090000000e+002	2.696485259e+000	2.002208918e+000		
5.100000000e+002	-5.765479062e+000	-3.363940097e+000		5.100000000e+002	-9.236796587e+000	-1.348439362e+000		5.100000000e+002	2.110182084e+000	1.615072761e+000		
5.110000000e+002	-4.145671310e+000	-1.998544818e+000		5.110000000e+002	-8.975173001e+000	-3.774040427e-001		5.110000000e+002	1.077027501e+000	8.698585520e-001		
5.120000000e+002	-3.160624491e+000	-2.651349677e+000		5.120000000e+002	-8.678057110e+000	-5.902923247e-001		5.120000000e+002	3.527471273e-001	1.477081947e+000		
5.130000000e+002	-2.449128886e+000	-2.709785635e+000		5.130000000e+002	-8.508930106e+000	-2.388138181e-001		5.130000000e+002	-3.501031078e-001	1.394869895e+000		
5.140000000e+002	-1.609563872e+000	-2.666803117e+000		5.140000000e+002	-8.273990516e+000	-1.505601906e-001		5.140000000e+002	-1.040909797e+000	1.566161342e+000		
5.150000000e+002	-3.832271387e-001	-3.243782958e+000		5.150000000e+002	-8.029477860e+000	3.737275441e-001		5.150000000e+002	-2.198890673e+000	2.173912597e+000		
5.160000000e+002	1.163045635e+000	-3.618877708e+000		5.160000000e+002	-8.000656749e+000	7.842754076e-001		5.160000000e+002	-3.190840524e+000	2.399782866e+000		
5.170000000e+002	2.445168764e+000	-3.941967297e+000		5.170000000e+002	-8.071857636e+000	1.162231671e+000		5.170000000e+002	-4.279352300e+000	2.447078515e+000		
5.180000000e+002	3.343679508e+000	-5.370783646e+000		5.180000000e+002	-8.433504000e+000	1.543452930e+000		5.180000000e+002	-5.100913065e+000	3.537030529e+000		
5.190000000e+002	5.054257112e+000	-6.468614282e+000		5.190000000e+002	-8.975115430e+000	2.446197645e+000		5.190000000e+002	-6.339560339e+000	4.320385390e+000		
5.200000000e+002	6.139890161e+000	-8.469603130e+000		5.200000000e+002	-8.734621828e+000	4.028653522e+000		5.200000000e+002	-7.412115904e+000	5.484432385e+000		
5.210000000e+002	9.348371615e+000	-1.118517714e+001		5.210000000e+002	-7.192220146e+000	7.940516427e+000		5.210000000e+002	-1.060348020e+001	6.537493283e+000		
5.220000000e+002	1.302271786e+001	-1.439230880e+001		5.220000000e+002	-7.693196327e-001	7.941891899e+000		5.220000000e+002	-1.626096801e+001	9.272944730e+000		
5.230000000e+002	1.220476343e+001	-2.572932308e+001		5.230000000e+002	1.053626492e+000	1.722161557e+000		5.230000000e+002	-1.605138129e+001	2.076643603e+001		
5.240000000e+002	-4.444888529e+000	-3.162722591e+001		5.240000000e+002	-2.557729300e+000	-2.149800415e+000		5.240000000e+002	-3.482578810e-001	2.755023444e+001		
5.250000000e+002	-1.865003632e+001	-2.975976479e+001		5.250000000e+002	-4.224714643e+000	-1.619597795e+000		5.250000000e+002	1.241386858e+001	2.621228947e+001		
5.260000000e+002	-2.556062708e+001	-2.010778425e+001		5.260000000e+002	-5.342257390e+000	-8.920764460e-001		5.260000000e+002	1.877265091e+001	1.691450845e+001		
5.270000000e+002	-2.399017293e+001	-1.485277285e+001		5.270000000e+002	-5.253536354e+000	-9.875506191e-002		5.270000000e+002	1.742556309e+001	1.229266681e+001		
5.280000000e+002	-2.373557374e+001	-1.112715060e+001		5.280000000e+002	-4.128710919e+000	7.062805511e-001		5.280000000e+002	1.641982099e+001	8.831783188e+000		
5.290000000e+002	-2.166305220e+001	-5.954278502e+000		5.290000000e+002	-4.044613428e+000	9.575188104e-001		5.290000000e+002	1.481139822e+001	4.511874312e+000		
5.300000000e+002	-2.095104021e+001	-4.918904239e+000		5.300000000e+002	-3.876921022e+000	2.345401700e-001		5.300000000e+002	1.422098944e+001	3.985552945e+000		
5.310000000e+002	-1.971779446e+001	-3.347866995e+000		5.310000000e+002	-3.055368037e+000	2.804647233e-001		5.310000000e+002	1.311168241e+001	2.517308676e+000		
5.320000000e+002	-1.899146605e+001	-2.873646092e+000		5.320000000e+002	-3.496999479e+000	1.883176011e-001		5.320000000e+002	1.231177949e+001	2.514475461e+000		
5.330000000e+002	-1.751014371e+001	-2.276335448e+000		5.330000000e+002	-3.354262393e+000	1.219834387e-001		5.330000000e+002	1.110568608e+001	2.037028268e+000		
5.340000000e+002	-1.620396996e+001	-1.877950454e+000		5.340000000e+002	-3.460908518e+000	4.284515266e-002		5.340000000e+002	9.893336147e+000	1.744481853e+000		
5.350000000e+002	-1.592046252e+001	-1.511243806e+000		5.350000000e+002	-3.251916757e+000	3.122504797e-001		5.350000000e+002	9.603584631e+000	1.030637715e+000		
5.360000000e+002	-1.482378369e+001	-1.161242468e+000		5.360000000e+002	-3.318390434e+000	9.447917100e-002		5.360000000e+002	8.453261624e+000	1.075063875e+000		
5.370000000e+002	-1.449966094e+001	-1.213790757e+000		5.370000000e+002	-3.431785550e+000	1.023398862e-001		5.370000000e+002	8.414403770e+000	9.906875752e-001		
5.380000000e+002	-1.387407027e+001	-6.621349989e-001		5.380000000e+002	-3.352084045e+000	-6.669786889e-002		5.380000000e+002	7.519867151e+000	5.928233424e-001		
5.390000000e+002	-1.330848845e+001	-6.925023488e-001		5.390000000e+002	-3.419856367e+000	1.717608735e-001		5.390000000e+002	6.535679808e+000	6.411984895e-001		
5.400000000e+002	-1.301211397e+001	-4.355103797e-001		5.400000000e+002	-3.304687453e+000	-4.024833170e-002		5.400000000e+002	6.576551856e+000	3.503507977e-001		
5.410000000e+002	-1.268416356e+001	-5.849078159e-001		5.410000000e+002	-3.183108747e+000	-2.767427644e-003		5.410000000e+002	5.947835257e+000	5.982309961e-001		
5.420000000e+002	-1.240400922e+001	-5.683226555e-001		5.420000000e+002	-3.456055468e+000	2.529430847e-001		5.420000000e+002	5.895130496e+000	5.496170573e-001		
5.430000000e+002	-1.183569979e+001	-3.425915240e-001		5.430000000e+002	-3.373346674e+000	1.905825490e-002		5.430000000e+002	5.136955403e+000	3.120981411e-001		
5.440000000e+002	-1.167854282e+001	-1.895217102e-001		5.440000000e+002	-3.370515599e+000	1.358298360e-001		5.440000000e+002	4.714783228e+000	5.749414809e-001		
5.450000000e+002	-1.118299879e+001	-2.864455794e-001		5.450000000e+002	-3.378058521e+000	7.576688700e-002		5.450000000e+002	4.599273169e+000	5.569493406e-001		
5.460000000e+002	-1.102281547e+001	-4.100014771e-001		5.460000000e+002	-3.426132735e+000	1.742956717e-001		5.460000000e+002	4.162975958e+000	7.452274348e-001		
5.470000000e+002	-1.071842156e+001	-1.747424034e-001		5.470000000e+002	-3.452198235e+000	-8.559794430e-002		5.470000000e+002	3.440534343e+000	7.193782625e-001		
5.480000000e+002	-1.042295888e+001	-2.252257108e-001		5.480000000e+002	-3.554977401e+000	1.015001279e-001		5.480000000e+002	3.036401815e+000	8.486899609e-001		
5.490000000e+002	-1.026340027e+001	-2.707196025e-001		5.490000000e+002	-3.528576202e+000	-1.165586693e-001		5.490000000e+002	2.089527837e+000	8.626049421e-001		
5.500000000e+002	-1.007855804e+001	-1.363476922e-001		5.500000000e+002	-3.645522416e+000	3.437304163e-001		5.500000000e+002	1.840055742e+000	1.192670596e+000		
5.510000000e+002	-9.697126043e+000	-1.948803754e-001		5.510000000e+002	-3.744263468e+000	2.099361331e-001		5.510000000e+002	8.931704828e-001	1.383640215e+000		
5.520000000e+002	-9.450690994e+000	-3.342365108e-001		5.520000000e+002	-3.957523819e+000	2.471992213e-001		5.520000000e+002	3.137758344e-002	1.619008960e+000		
5.530000000e+002	-9.169252991e+000	-2.098793648e-001		5.530000000e+002	-4.173998014e+000	2.398559976e-001		5.530000000e+002	-1.316829478e+000	1.616462042e+000		
5.540000000e+002	-8.836132106e+000	-2.239352822e-001		5.540000000e+002	-4.210780601e+000	3.696033900e-001		5.540000000e+002	-2.381917877e+000	2.333867780e+000		
5.550000000e+002	-8.390585859e+000	-1.628735385e-001		5.550000000e+002	-4.691398264e+000	5.526167603e-001		5.550000000e+002	-4.399643057e+000	3.354284177e+000		
5.560000000e+002	-8.016968691e+000	-5.170033338e-001		5.560000000e+002	-5.149189165e+000	9.647718368e-001		5.560000000e+002	-6.610067309e+000	5.052479035e+000		
5.570000000e+002	-7.438875363e+000	-5.461465294e-001		5.570000000e+002	-5.814990209e+000	1.362486503e+000		5.570000000e+002	-9.329592692e+000	7.009641060e+000		
5.580000000e+002	-6.648198528e+000	-1.149184626e+000		5.580000000e+002	-6.339609741e+000	2.510589248e+000		5.580000000e+002	-1.233186542e+001	1.197339867e+001		
5.590000000e+002	-6.813626229e+000	-2.660182103e+000		5.590000000e+002	-5.845680810e+000	5.257752237e+000		5.590000000e+002	-9.064968430e+000	2.491919670e+001		
5.600000000e+002	-8.613336032e+000	-3.546588424e+000		5.600000000e+002	-2.343356435e+000	6.779911613e+000		5.600000000e+002	7.591828905e+000	3.083988351e+001		
5.610000000e+002	-1.004028678e+001	-2.952850078e+000		5.610000000e+002	8.807821935e-001	5.256929521e+000		5.610000000e+002	2.078235976e+001	2.306458784e+001		
5.620000000e+002	-1.032052125e+001	-3.031391612e+000		5.620000000e+002	1.419137771e+000	3.929891075e+000		5.620000000e+002	2.277230788e+001	1.630310973e+001		
5.630000000e+002	-1.075949510e+001	-1.595520719e+000		5.630000000e+002	1.716053234e+000	2.175271731e+000		5.630000000e+002	2.360412595e+001	9.218670391e+000		
5.640000000e+002	-1.005593822e+001	-1.619620940e+000		5.640000000e+002	1.550430454e+000	1.477595123e+000		5.640000000e+002	2.211296837e+001	6.366719292e+000		
5.650000000e+002	-9.798623873e+000	-1.135676335e+000		5.650000000e+002	8.352972971e-001	9.956675335e-001		5.650000000e+002	1.916688537e+001	3.798861837e+000		
5.660000000e+002	-9.944355411e+000	-1.158375021e+000		5.660000000e+002	8.536661265e-001	4.011081006e-001		5.660000000e+002	1.951417175e+001	1.925039743e+000		
5.670000000e+002	-9.719870339e+000	-6.664945168e-001		5.670000000e+002	8.289842671e-001	6.364124917e-001		5.670000000e+002	1.819676860e+001	2.029917515e+000		
5.680000000e+002	-9.284990221e+000	-9.665112094e-001		5.680000000e+002	4.643395138e-001	4.165121631e-001		5.680000000e+002	1.696081081e+001	1.494016081e+000		
5.690000000e+002	-9.032408339e+000	-9.067411098e-001		5.690000000e+002	2.066149777e-001	2.916427161e-001		5.690000000e+002	1.614786192e+001	1.034898624e+000		
5.700000000e+002	-8.684781207e+000	-8.927864515e-001		5.700000000e+002	3.815199793e-001	2.177104316e-001		5.700000000e+002	1.620399952e+001	9.396396232e-001		
5.710000000e+002	-8.340033385e+000	-1.124300394e+000		5.710000000e+002	2.864867395e-001	1.373934090e-001		5.710000000e+002	1.573976538e+001	1.924260983e-001		
5.720000000e+002	-7.807318953e+000	-9.645611982e-001		5.720000000e+002	2.614428755e-001	1.549255555e-001		5.720000000e+002	1.569126755e+001	-1.266221669e-001		
5.730000000e+002	-7.527238528e+000	-1.230553930e+000		5.730000000e+002	1.947615752e-001	-2.277305445e-001		5.730000000e+002	1.564562492e+001	-7.161719567e-001		
5.740000000e+002	-6.881761091e+000	-1.349526397e+000		5.740000000e+002	3.462334996e-001	3.194289657e-002		5.740000000e+002	1.603761568e+001	-6.710798439e-001		
5.750000000e+002	-6.122257983e+000	-1.726516504e+000		5.750000000e+002	3.365637702e-001	-1.356785185e-001		5.750000000e+002	1.640394861e+001	-1.259668243e+000		
5.760000000e+002	-5.464232089e+000	-2.279079584e+000		5.760000000e+002	5.442887577e-001	-2.294974626e-001		5.760000000e+002	1.684632769e+001	-1.928452554e+000		
5.770000000e+002	-4.431565592e+000	-3.439603877e+000		5.770000000e+002	4.393362994e-001	-3.771977803e-001		5.770000000e+002	1.786716575e+001	-3.545674295e+000		
5.780000000e+002	-2.926011848e+000	-4.169358520e+000		5.780000000e+002	4.238655492e-001	-2.553356703e-001		5.780000000e+002	1.913938371e+001	-4.241130446e+000		
5.790000000e+002	-1.843118461e+000	-7.596973699e+000		5.790000000e+002	8.231894702e-001	-4.131824013e-001		5.790000000e+002	2.034922155e+001	-7.814203313e+000		
5.800000000e+002	-2.365729244e+000	-1.043425829e+001		5.800000000e+002	5.274734119e-001	5.255636734e-002		5.800000000e+002	1.941541008e+001	-1.058866665e+001		
5.810000000e+002	-5.186094285e+000	-1.637970203e+001		5.810000000e+002	1.081875300e+000	-7.445005081e-001		5.810000000e+002	1.705477078e+001	-1.695518134e+001		
5.820000000e+002	-1.481767187e+001	-1.692299001e+001		5.820000000e+002	1.211319109e+000	-1.149481037e+000		5.820000000e+002	6.290104818e+000	-1.831471063e+001		
5.830000000e+002	-2.121804976e+001	-1.233456579e+001		5.830000000e+002	5.232523262e-001	-5.283438276e-001		5.830000000e+002	-4.333308639e-001	-1.320603137e+001		
5.840000000e+002	-2.390619136e+001	-8.569062648e+000		5.840000000e+002	6.002997954e-001	-4.969870795e-001		5.840000000e+002	-3.221828898e+000	-9.251573572e+000		
5.850000000e+002	-2.362831962e+001	-5.970411120e+000		5.850000000e+002	7.493658114e-001	-1.141450515e+000		5.850000000e+002	-2.607165177e+000	-6.689832220e+000		
5.860000000e+002	-2.220991578e+001	-3.341666480e+000		5.860000000e+002	1.591149337e+000	-9.401259591e-001		5.860000000e+002	-1.447635047e+000	-4.736646849e+000		
5.870000000e+002	-2.159375114e+001	-1.888812829e+000		5.870000000e+002	2.552553777e+000	-8.395693893e-001		5.870000000e+002	-3.414870331e-001	-3.451232370e+000		
5.880000000e+002	-2.155872951e+001	-1.000954211e+000		5.880000000e+002	2.557815656e+000	-8.364135064e-001		5.880000000e+002	-3.225728871e-001	-2.483541157e+000		
5.890000000e+002	-2.126366127e+001	-5.924381928e-001		5.890000000e+002	3.487662532e+000	-1.124821058e+000		5.890000000e+002	6.851670508e-001	-2.010177395e+000		
5.900000000e+002	-2.059552901e+001	-6.310679335e-003		5.900000000e+002	5.031619788e+000	-2.129744046e+000		5.900000000e+002	1.059825061e+000	-1.738631041e+000		
5.910000000e+002	-2.085892717e+001	5.726134679e-001		5.910000000e+002	5.679774261e+000	-2.803570749e+000		5.910000000e+002	1.356789537e+000	-1.627322375e+000		
5.920000000e+002	-2.046311496e+001	8.455699624e-001		5.920000000e+002	8.910960723e+000	-3.658393345e+000		5.920000000e+002	2.264592592e+000	-1.521551675e+000		
5.930000000e+002	-2.022499187e+001	1.445701373e+000		5.930000000e+002	1.195102780e+001	-5.597106312e+000		5.930000000e+002	2.932296384e+000	-1.621077516e+000		
5.940000000e+002	-1.998912959e+001	1.575703287e+000		5.940000000e+002	1.452297705e+001	-1.236798167e+001		5.940000000e+002	3.556935192e+000	-2.424807426e+000		
5.950000000e+002	-1.913991585e+001	1.910887672e+000		5.950000000e+002	1.243522107e+001	-2.259224868e+001		5.950000000e+002	3.661115892e+000	-4.305567561e+000		
