Span	12800 Hz			Span	12800 Hz			
4.650000000e+002	3.680060804e-001	-6.629499048e-002		4.650000000e+002	-1.180364945e+000	8.594150452e-002		
4.660000000e+002	4.310134947e-001	-1.187391579e-001		4.660000000e+002	-1.337511317e+000	1.294385365e-001		
4.670000000e+002	4.250086844e-001	-1.523226798e-001		4.670000000e+002	-1.408098911e+000	5.869089310e-002		
4.680000000e+002	3.966777325e-001	-2.244316489e-001		4.680000000e+002	-1.476596401e+000	1.217454887e-001		
4.690000000e+002	4.048590660e-001	-1.994954348e-001		4.690000000e+002	-1.576603274e+000	1.329935804e-001		
4.700000000e+002	3.531430662e-001	-2.643418014e-001		4.700000000e+002	-1.625800436e+000	2.171893372e-001		
4.710000000e+002	4.013740122e-001	-2.386610806e-001		4.710000000e+002	-1.748038868e+000	2.134073162e-001		
4.720000000e+002	3.377541006e-001	-2.459578812e-001		4.720000000e+002	-1.674098895e+000	2.408367548e-001		
4.730000000e+002	4.153485000e-001	-2.289699763e-001		4.730000000e+002	-1.960020846e+000	2.176466891e-001		
4.740000000e+002	3.959027827e-001	-2.182203084e-001		4.740000000e+002	-1.895241939e+000	1.547350913e-001		
4.750000000e+002	4.155673981e-001	-1.935167760e-001		4.750000000e+002	-1.991005621e+000	1.005290246e-001		
4.760000000e+002	4.761468172e-001	-1.837503314e-001		4.760000000e+002	-2.190573669e+000	1.592033775e-001		
4.770000000e+002	4.683974087e-001	-2.702221572e-001		4.770000000e+002	-2.230831007e+000	3.084956019e-001		
4.780000000e+002	5.291576385e-001	-2.080755234e-001		4.780000000e+002	-2.450432081e+000	1.835073593e-001		
4.790000000e+002	6.149175763e-001	-2.390958071e-001		4.790000000e+002	-2.661301276e+000	1.575810553e-001		
4.800000000e+002	6.110315919e-001	-4.027508497e-001		4.800000000e+002	-2.602533153e+000	4.200192367e-001		
4.810000000e+002	6.004527807e-001	-4.023579657e-001		4.810000000e+002	-2.885353192e+000	3.052881659e-001		
4.820000000e+002	4.481646419e-001	-2.884640992e-001		4.820000000e+002	-2.792908425e+000	3.028672041e-001		
4.830000000e+002	6.010096073e-001	-1.987363845e-001		4.830000000e+002	-3.242223972e+000	3.927732101e-001		
4.840000000e+002	8.208813667e-001	-2.241435647e-001		4.840000000e+002	-3.773352125e+000	6.893905966e-001		
4.850000000e+002	9.622485638e-001	-5.155442357e-001		4.850000000e+002	-4.028604651e+000	1.467867151e+000		
4.860000000e+002	9.746900797e-001	-3.618996143e-001		4.860000000e+002	-4.081675731e+000	1.074302572e+000		
4.870000000e+002	8.723933697e-001	-6.009129286e-001		4.870000000e+002	-3.694222766e+000	1.608037839e+000		
4.880000000e+002	7.373608351e-001	-7.974858284e-001		4.880000000e+002	-3.215277805e+000	1.940486125e+000		
4.890000000e+002	1.899699867e-001	-9.928769469e-001		4.890000000e+002	-1.710076510e+000	2.475760876e+000		
4.900000000e+002	-1.858401000e-001	-1.208436966e+000		4.900000000e+002	-7.156415477e-001	3.060550769e+000		
4.910000000e+002	-4.219626188e-001	-9.958144426e-001		4.910000000e+002	-3.147631881e-002	2.433711394e+000		
4.920000000e+002	-1.394371510e+000	-9.228810072e-001		4.920000000e+002	2.787914562e+000	1.915714525e+000		
4.930000000e+002	-1.760021448e+000	-9.553148150e-001		4.930000000e+002	4.126115469e+000	1.732040650e+000		
4.940000000e+002	-1.557928205e+000	-1.115183353e+000		4.940000000e+002	3.128783763e+000	1.190309197e+000		
4.950000000e+002	-2.364431858e+000	-7.868077159e-001		4.950000000e+002	3.475952941e+000	6.270288330e-001		
4.960000000e+002	-2.015818357e+000	-3.025228679e-001		4.960000000e+002	2.832415967e+000	3.483721236e-001		
4.970000000e+002	-1.840373993e+000	-3.307929039e-001		4.970000000e+002	2.478080844e+000	5.572868594e-001		
4.980000000e+002	-1.551457763e+000	-2.586755157e-001		4.980000000e+002	1.945450469e+000	4.921689655e-001		
4.990000000e+002	-1.454521418e+000	-1.789014488e-001		4.990000000e+002	1.758026302e+000	3.603521920e-001		
5.000000000e+002	-1.308250427e+000	-1.347742081e-001		5.000000000e+002	1.408102857e+000	2.679316825e-001		
5.010000000e+002	-1.235843539e+000	-1.189195290e-001		5.010000000e+002	1.238240211e+000	2.726285168e-001		
5.020000000e+002	-1.124830484e+000	-1.114713848e-001		5.020000000e+002	9.707848411e-001	2.278639308e-001		
5.030000000e+002	-1.049610496e+000	-9.815048426e-002		5.030000000e+002	7.610905358e-001	1.920264919e-001		
5.040000000e+002	-9.921256900e-001	-7.860099524e-002		5.040000000e+002	5.890582910e-001	1.497836520e-001		
5.050000000e+002	-9.478102326e-001	-1.007541791e-001		5.050000000e+002	4.234750762e-001	2.107120127e-001		
5.060000000e+002	-9.011648893e-001	-6.994689256e-002		5.060000000e+002	2.927508655e-001	1.550508427e-001		
5.070000000e+002	-8.400670290e-001	-6.113981083e-002		5.070000000e+002	9.912152329e-002	1.276235778e-001		
5.080000000e+002	-8.088502884e-001	-6.761185080e-002		5.080000000e+002	-3.213633764e-002	1.246932143e-001		
5.090000000e+002	-7.464886308e-001	-5.281025916e-002		5.090000000e+002	-2.243515388e-001	1.444752252e-001		
5.100000000e+002	-7.121380568e-001	-7.116427273e-002		5.100000000e+002	-3.807099569e-001	2.019815755e-001		
5.110000000e+002	-7.023265958e-001	-2.435890399e-002		5.110000000e+002	-4.339570881e-001	1.355162399e-001		
5.120000000e+002	-6.225580573e-001	-3.079902381e-002		5.120000000e+002	-6.055719477e-001	1.331463964e-001		
5.130000000e+002	-5.805736184e-001	-2.365835942e-002		5.130000000e+002	-7.594644690e-001	1.249896491e-001		
5.140000000e+002	-4.733762145e-001	-3.644134849e-002		5.140000000e+002	-1.054493125e+000	2.209986299e-001		
5.150000000e+002	-4.618184865e-001	-6.746953726e-002		5.150000000e+002	-1.075171975e+000	3.106225310e-001		
5.160000000e+002	-3.290830553e-001	-1.921665967e-001		5.160000000e+002	-1.464479409e+000	5.387342077e-001		
5.170000000e+002	-1.951202750e-001	-2.627519965e-001		5.170000000e+002	-1.886817371e+000	7.536139894e-001		
5.180000000e+002	-2.192619145e-001	-6.937536597e-001		5.180000000e+002	-1.902218646e+000	1.912982909e+000		
5.190000000e+002	-6.580566168e-001	-7.924013138e-001		5.190000000e+002	-5.918841256e-001	2.179006565e+000		
5.200000000e+002	-8.001818061e-001	-5.906357169e-001		5.200000000e+002	-7.396340889e-002	1.543559229e+000		
5.210000000e+002	-6.560256481e-001	-6.306846738e-001		5.210000000e+002	-4.885111736e-001	1.257275021e+000		
5.220000000e+002	-7.767340541e-001	-9.071578383e-001		5.220000000e+002	-3.822297504e-001	1.441335995e+000		
5.230000000e+002	-1.266490340e+000	-8.647858500e-001		5.230000000e+002	-8.657230411e-002	1.242754912e+000		
5.240000000e+002	-1.470057487e+000	-5.443255305e-001		5.240000000e+002	-6.424843589e-002	7.439118758e-001		
5.250000000e+002	-1.438774943e+000	-2.285105288e-001		5.250000000e+002	-3.533402674e-001	5.712953649e-001		
5.260000000e+002	-1.425082684e+000	-1.013378985e-002		5.260000000e+002	-5.956198780e-001	4.061124380e-001		
5.270000000e+002	-1.296961427e+000	8.310388774e-002		5.270000000e+002	-7.661529338e-001	3.672183149e-001		
5.280000000e+002	-1.196054101e+000	1.616592705e-001		5.280000000e+002	-1.082615423e+000	3.506177471e-001		
5.290000000e+002	-1.083928347e+000	1.663538069e-001		5.290000000e+002	-1.154158637e+000	4.105165913e-001		
5.300000000e+002	-1.026081085e+000	1.438125521e-001		5.300000000e+002	-1.269104721e+000	1.596610582e-001		
5.310000000e+002	-9.834193587e-001	1.484508514e-001		5.310000000e+002	-1.530824397e+000	3.249585148e-001		
5.320000000e+002	-9.571481943e-001	1.572773755e-001		5.320000000e+002	-1.608551341e+000	4.797486060e-001		
5.330000000e+002	-9.568648338e-001	1.246197075e-001		5.330000000e+002	-1.779994972e+000	2.847200097e-001		
5.340000000e+002	-1.025235891e+000	5.487235263e-002		5.340000000e+002	-2.335755316e+000	1.745061789e-001		
5.350000000e+002	-1.028690457e+000	9.645310789e-002		5.350000000e+002	-2.628544377e+000	5.607226791e-001		
5.360000000e+002	-1.039747834e+000	1.103411913e-001		5.360000000e+002	-2.374281739e+000	3.648203870e-001		
5.370000000e+002	-1.037970185e+000	1.165856943e-001		5.370000000e+002	-2.858874643e+000	6.168477038e-001		
5.380000000e+002	-1.039648533e+000	1.015790105e-001		5.380000000e+002	-2.887145044e+000	3.306844547e-001		
5.390000000e+002	-1.075906992e+000	1.030800268e-001		5.390000000e+002	-3.193649618e+000	3.414501789e-001		
5.400000000e+002	-1.121549726e+000	3.071935177e-001		5.400000000e+002	-3.446136479e+000	1.384504832e+000		
5.410000000e+002	-1.177259207e+000	1.997469515e-001		5.410000000e+002	-3.969772523e+000	9.988764517e-001		
5.420000000e+002	-1.052855372e+000	3.294224441e-001		5.420000000e+002	-3.188769153e+000	1.470573780e+000		
5.430000000e+002	-1.297708154e+000	1.998167485e-001		5.430000000e+002	-4.660648463e+000	9.431515688e-001		
5.440000000e+002	-1.269454956e+000	4.677473605e-001		5.440000000e+002	-4.268969112e+000	2.212416814e+000		
5.450000000e+002	-1.067965150e+000	6.599128842e-001		5.450000000e+002	-3.266735313e+000	3.251571938e+000		
5.460000000e+002	-9.998035431e-001	7.291948199e-001		5.460000000e+002	-3.041825610e+000	3.827034615e+000		
5.470000000e+002	-3.437469304e-001	1.129327536e+000		5.470000000e+002	3.350763695e-001	5.826047163e+000		
5.480000000e+002	-2.147838175e-001	7.786700726e-001		5.480000000e+002	9.948060604e-001	4.049993184e+000		
5.490000000e+002	8.359120786e-002	8.550566435e-001		5.490000000e+002	2.426077977e+000	4.452093098e+000		
5.500000000e+002	5.016244054e-001	8.049183488e-001		5.500000000e+002	4.592925464e+000	3.994081035e+000		
5.510000000e+002	7.284349799e-001	5.347866416e-001		5.510000000e+002	5.594343855e+000	2.416302725e+000		
5.520000000e+002	4.736407399e-001	4.984089732e-001		5.520000000e+002	4.254192983e+000	2.701684724e+000		
5.530000000e+002	4.304703772e-001	2.970551252e-001		5.530000000e+002	4.058144341e+000	1.400223940e+000		
5.540000000e+002	5.223571062e-001	2.981456816e-001		5.540000000e+002	4.282777565e+000	1.510416838e+000		
5.550000000e+002	5.123921633e-001	2.568979859e-001		5.550000000e+002	4.428409148e+000	1.254034577e+000		
5.560000000e+002	3.795352876e-001	2.233217806e-001		5.560000000e+002	3.533496782e+000	1.095466429e+000		
5.570000000e+002	3.529661298e-001	1.236750484e-001		5.570000000e+002	3.415359940e+000	8.331704142e-001		
5.580000000e+002	3.440530598e-001	9.960906208e-002		5.580000000e+002	3.148732911e+000	7.926530373e-001		
5.590000000e+002	3.272479177e-001	1.227038652e-001		5.590000000e+002	3.083088472e+000	8.891596472e-001		
5.600000000e+002	3.215711415e-001	4.047612101e-002		5.600000000e+002	2.954209579e+000	8.281752363e-001		
5.610000000e+002	2.656498849e-001	-3.492010012e-002		5.610000000e+002	2.757809347e+000	6.942842869e-001		
5.620000000e+002	1.336607486e-001	-5.335764959e-002		5.620000000e+002	2.550205292e+000	7.003657257e-001		
5.630000000e+002	4.134471342e-002	-1.067303214e-002		5.630000000e+002	2.416768004e+000	5.303421539e-001		
5.640000000e+002	9.433240630e-003	3.063368984e-002		5.640000000e+002	2.261362193e+000	3.862016862e-001		
5.650000000e+002	2.528114431e-002	6.583487242e-002		5.650000000e+002	2.126074017e+000	3.862510418e-001		
5.660000000e+002	2.490994893e-002	7.925260067e-002		5.660000000e+002	1.951818689e+000	3.557755683e-001		
5.670000000e+002	2.336903289e-002	8.439186215e-002		5.670000000e+002	1.820958997e+000	4.063663397e-001		
5.680000000e+002	2.253597043e-002	8.005516976e-002		5.680000000e+002	1.808815701e+000	3.325852468e-001		
5.690000000e+002	2.705257945e-002	7.457683235e-002		5.690000000e+002	1.660424152e+000	2.952288547e-001		
5.700000000e+002	2.599748597e-002	6.462248415e-002		5.700000000e+002	1.614616925e+000	2.771612101e-001		
5.710000000e+002	1.355600450e-002	5.766161159e-002		5.710000000e+002	1.504494754e+000	2.509448188e-001		
5.720000000e+002	3.366789548e-003	5.863438547e-002		5.720000000e+002	1.424982388e+000	2.538386223e-001		
5.730000000e+002	-9.087041952e-003	4.536279663e-002		5.730000000e+002	1.346555478e+000	2.107613135e-001		
5.740000000e+002	-1.113505103e-002	5.022400990e-002		5.740000000e+002	1.247147156e+000	1.935113967e-001		
5.750000000e+002	-2.225202508e-002	3.541808948e-002		5.750000000e+002	1.207859686e+000	1.842694480e-001		
5.760000000e+002	-2.972838283e-002	3.609302640e-002		5.760000000e+002	1.140893205e+000	1.664882191e-001		
5.770000000e+002	-3.961806744e-002	2.752920799e-002		5.770000000e+002	1.077727578e+000	1.441421755e-001		
5.780000000e+002	-6.175511703e-002	2.415775694e-002		5.780000000e+002	1.005025549e+000	1.444713618e-001		
5.790000000e+002	-7.260798663e-002	2.921182290e-002		5.790000000e+002	9.596509412e-001	1.222379758e-001		
5.800000000e+002	-1.019349992e-001	4.033020511e-002		5.800000000e+002	8.956069967e-001	1.459838305e-001		
5.810000000e+002	-1.121645123e-001	8.071451634e-002		5.810000000e+002	8.485238315e-001	1.447254645e-001		
5.820000000e+002	-8.476593345e-002	1.177825630e-001		5.820000000e+002	8.000058843e-001	1.469812440e-001		
5.830000000e+002	-4.234222323e-002	1.165329739e-001		5.830000000e+002	7.770831278e-001	1.493215418e-001		
5.840000000e+002	-1.683654264e-002	9.624328464e-002		5.840000000e+002	7.176218348e-001	1.210865225e-001		
5.850000000e+002	-1.785513200e-002	7.979758084e-002		5.850000000e+002	7.119179972e-001	1.274397548e-001		
5.860000000e+002	-1.685805991e-002	7.180553675e-002		5.860000000e+002	6.519347262e-001	1.137653493e-001		
5.870000000e+002	-1.428141259e-002	5.677337199e-002		5.870000000e+002	6.004797391e-001	1.070060569e-001		
5.880000000e+002	5.749465898e-003	6.222245842e-002		5.880000000e+002	5.833613945e-001	1.222034799e-001		
5.890000000e+002	-4.003547132e-003	6.019328907e-002		5.890000000e+002	5.318384934e-001	7.615514678e-002		
5.900000000e+002	1.473383605e-002	4.282584414e-002		5.900000000e+002	4.815863063e-001	9.470282093e-002		
5.910000000e+002	2.324821800e-002	3.976833448e-002		5.910000000e+002	4.635501527e-001	8.582420742e-002		
5.920000000e+002	5.247776955e-002	4.702203721e-002		5.920000000e+002	4.136329697e-001	8.766109486e-002		
5.930000000e+002	8.996511251e-002	1.908981055e-002		5.930000000e+002	3.696926692e-001	8.892229216e-002		
5.940000000e+002	1.350485981e-001	-1.873952523e-002		5.940000000e+002	3.292492708e-001	8.172720216e-002		
5.950000000e+002	2.150689363e-001	-5.912244320e-002		5.950000000e+002	3.064108864e-001	7.208083285e-002		
5.960000000e+002	3.629722595e-001	-3.426776826e-001		5.960000000e+002	2.489242362e-001	8.917880594e-002		
5.970000000e+002	6.824667100e-003	-6.454371810e-001		5.970000000e+002	2.317190536e-001	1.087544532e-001		
5.980000000e+002	-4.544129968e-001	-4.923875630e-001		5.980000000e+002	2.218359757e-001	1.108806881e-001		
5.990000000e+002	-4.023047388e-001	-2.206250876e-001		5.990000000e+002	2.039160872e-001	1.022600040e-001		
6.000000000e+002	-3.805734813e-001	-1.082824469e-001		6.000000000e+002	1.557436290e-001	7.966160227e-002		
6.010000000e+002	-3.402545154e-001	-6.407824159e-002		6.010000000e+002	9.759718153e-002	6.293735786e-002		
6.020000000e+002	-3.044702411e-001	-4.173157364e-002		6.020000000e+002	6.408619453e-002	7.554718465e-002		
6.030000000e+002	-2.855742276e-001	-4.100599885e-002		6.030000000e+002	5.060659003e-002	4.171746883e-002		
6.040000000e+002	-3.041118383e-001	-2.121560834e-002		6.040000000e+002	-1.927178488e-002	6.247072673e-002		
6.050000000e+002	-2.525679469e-001	-1.977741346e-002		6.050000000e+002	-6.963800628e-002	8.476993086e-002		
6.060000000e+002	-2.657881677e-001	-2.091860515e-004		6.060000000e+002	-1.372068051e-001	6.126943835e-002		
6.070000000e+002	-2.453542203e-001	-2.112370171e-002		6.070000000e+002	-2.092903276e-001	9.901071986e-002		
6.080000000e+002	-2.107138485e-001	-9.077460505e-003		6.080000000e+002	-2.779189331e-001	1.089119818e-001		
6.090000000e+002	-2.165764719e-001	-3.474846482e-002		6.090000000e+002	-3.822282891e-001	1.866579141e-001		
6.100000000e+002	-2.018915266e-001	-9.164582938e-002		6.100000000e+002	-4.279358185e-001	3.649764178e-001		
6.110000000e+002	-2.069297433e-001	-1.671383530e-001		6.110000000e+002	-4.685344805e-001	6.374851259e-001		
6.120000000e+002	-3.194514215e-001	-2.069474012e-001		6.120000000e+002	-1.241834930e-001	7.599331094e-001		
6.130000000e+002	-3.938999772e-001	-1.460482180e-001		6.130000000e+002	6.962366722e-002	5.880329300e-001		
6.140000000e+002	-4.117228985e-001	-1.028172895e-001		6.140000000e+002	9.428460465e-002	4.819155748e-001		
6.150000000e+002	-4.222829640e-001	-5.455004051e-002		6.150000000e+002	3.412681049e-002	3.736756744e-001		
6.160000000e+002	-4.321992099e-001	-4.833085835e-002		6.160000000e+002	-3.367766478e-002	3.449314451e-001		
6.170000000e+002	-4.544914663e-001	-5.006634817e-002		6.170000000e+002	-6.744851971e-002	2.829296374e-001		
6.180000000e+002	-4.655197263e-001	-3.889178112e-002		6.180000000e+002	-1.048546692e-001	2.923079441e-001		
6.190000000e+002	-4.845184982e-001	-3.535571694e-002		6.190000000e+002	-1.526869814e-001	2.872594468e-001		
6.200000000e+002	-5.068388581e-001	-8.418008685e-003		6.200000000e+002	-1.765858164e-001	3.066744875e-001		
6.210000000e+002	-5.133630633e-001	-4.341279622e-003		6.210000000e+002	-1.893887638e-001	3.094553503e-001		
6.220000000e+002	-5.685091615e-001	-1.669056155e-002		6.220000000e+002	-2.048271742e-001	3.198175352e-001		
6.230000000e+002	-6.069085598e-001	3.811823949e-002		6.230000000e+002	-2.341770960e-001	2.835294299e-001		
6.240000000e+002	-6.289924383e-001	5.583579838e-002		6.240000000e+002	-2.096133308e-001	2.731574726e-001		
6.250000000e+002	-7.380264997e-001	5.606577173e-002		6.250000000e+002	-2.765852916e-001	2.249309278e-001		
6.260000000e+002	-7.681829333e-001	1.039011180e-001		6.260000000e+002	-3.579524009e-001	1.914663738e-001		
6.270000000e+002	-8.270930648e-001	1.797973961e-001		6.270000000e+002	-4.864641780e-001	2.370106024e-001		
6.280000000e+002	-8.788758516e-001	2.764660120e-001		6.280000000e+002	-5.509626614e-001	2.780834029e-001		
6.290000000e+002	-8.953181505e-001	3.017900586e-001		6.290000000e+002	-5.839556706e-001	3.177588856e-001		
6.300000000e+002	-1.000094891e+000	4.976537824e-001		6.300000000e+002	-7.300727356e-001	4.164278611e-001		
6.310000000e+002	-9.831712246e-001	5.790870786e-001		6.310000000e+002	-7.160556815e-001	5.277988626e-001		
6.320000000e+002	-1.127184391e+000	8.744101524e-001		6.320000000e+002	-8.202345795e-001	6.685188543e-001		
6.330000000e+002	-8.952203393e-001	1.203700542e+000		6.330000000e+002	-7.313832337e-001	9.319402197e-001		
6.340000000e+002	-7.641991377e-001	1.451057553e+000		6.340000000e+002	-6.493778082e-001	1.050455467e+000		
6.350000000e+002	-3.811477125e-001	1.664152741e+000		6.350000000e+002	-4.029956942e-001	1.169321646e+000		
6.360000000e+002	1.219807789e-001	1.755735993e+000		6.360000000e+002	-1.723727105e-001	1.209355551e+000		
6.370000000e+002	5.414002538e-001	1.548971176e+000		6.370000000e+002	3.303166991e-002	1.084573206e+000		
6.380000000e+002	7.691109180e-001	1.320665717e+000		6.380000000e+002	1.489737787e-001	9.529598461e-001		
6.390000000e+002	9.150202870e-001	1.026126742e+000		6.390000000e+002	1.756908586e-001	7.916090082e-001		
6.400000000e+002	9.866934419e-001	8.318281770e-001		6.400000000e+002	1.839119581e-001	6.656359923e-001		
6.410000000e+002	9.669941068e-001	6.272311211e-001		6.410000000e+002	1.400801503e-001	5.852655842e-001		
6.420000000e+002	9.916939139e-001	4.050493240e-001		6.420000000e+002	6.918088276e-002	4.913541785e-001		
6.430000000e+002	9.509274960e-001	3.079452515e-001		6.430000000e+002	1.625473519e-002	4.642110278e-001		
6.440000000e+002	8.809740543e-001	1.642042398e-001		6.440000000e+002	-6.171985813e-002	4.305242641e-001		
6.450000000e+002	8.873172402e-001	2.300094254e-002		6.450000000e+002	-1.616224397e-001	4.335470460e-001		
6.460000000e+002	8.539010286e-001	-1.081510410e-001		6.460000000e+002	-2.004896747e-001	4.525280792e-001		
6.470000000e+002	8.044865727e-001	-2.639973760e-001		6.470000000e+002	-2.555868907e-001	5.164838340e-001		
6.480000000e+002	7.726897001e-001	-4.360462129e-001		6.480000000e+002	-3.113670657e-001	5.753346669e-001		
6.490000000e+002	6.049663424e-001	-5.899295807e-001		6.490000000e+002	-2.669428541e-001	7.209282560e-001		
6.500000000e+002	3.738311231e-001	-8.175796866e-001		6.500000000e+002	-8.371530724e-002	8.580745539e-001		
6.510000000e+002	3.904617624e-003	-7.563774586e-001		6.510000000e+002	8.747747278e-002	7.427119985e-001		
6.520000000e+002	-2.221995294e-001	-6.271712780e-001		6.520000000e+002	2.189514333e-001	6.102123939e-001		
6.530000000e+002	-3.578292429e-001	-4.408583939e-001		6.530000000e+002	2.079707512e-001	4.418951145e-001		
6.540000000e+002	-3.838965595e-001	-3.308030069e-001		6.540000000e+002	1.562156122e-001	3.230638967e-001		
6.550000000e+002	-3.742620349e-001	-1.858625561e-001		6.550000000e+002	7.181008048e-002	2.280477995e-001		
6.560000000e+002	-3.702434897e-001	-1.440967321e-001		6.560000000e+002	3.429518019e-002	1.798515037e-001		
6.570000000e+002	-3.440501690e-001	-6.895460933e-002		6.570000000e+002	-3.704239883e-002	1.445126894e-001		
6.580000000e+002	-3.154710233e-001	-2.295866795e-002		6.580000000e+002	-1.112926299e-001	1.232338732e-001		
6.590000000e+002	-2.858242393e-001	-3.222821653e-002		6.590000000e+002	-1.814599618e-001	1.026612509e-001		
6.600000000e+002	-3.181436658e-001	-5.011125002e-003		6.600000000e+002	-2.385715864e-001	9.391925107e-002		
6.610000000e+002	-3.074215353e-001	-9.861964732e-003		6.610000000e+002	-2.947100733e-001	9.238436052e-002		
6.620000000e+002	-3.244803548e-001	-1.543482020e-002		6.620000000e+002	-3.340316463e-001	7.461231039e-002		
6.630000000e+002	-3.537133634e-001	1.068252046e-002		6.630000000e+002	-4.007912430e-001	8.132869523e-002		
6.640000000e+002	-3.490435183e-001	3.691790253e-002		6.640000000e+002	-4.522479105e-001	8.576459532e-002		
6.650000000e+002	-3.815709949e-001	2.484891564e-002		6.650000000e+002	-5.029578513e-001	5.916669391e-002		
6.660000000e+002	-4.133061469e-001	5.284709111e-002		6.660000000e+002	-5.623390282e-001	9.829738395e-002		
6.670000000e+002	-4.434427023e-001	3.414658085e-002		6.670000000e+002	-5.972401727e-001	8.056465206e-002		
6.680000000e+002	-4.364456832e-001	1.043155938e-001		6.680000000e+002	-6.402532754e-001	1.461654159e-001		
6.690000000e+002	-5.105404258e-001	1.484846473e-001		6.690000000e+002	-7.307463971e-001	1.523307975e-001		
6.700000000e+002	-5.455583334e-001	1.314876676e-001		6.700000000e+002	-7.832474956e-001	1.520894174e-001		
6.710000000e+002	-6.175599694e-001	2.043064684e-001		6.710000000e+002	-8.640623961e-001	1.744010015e-001		
6.720000000e+002	-6.541321278e-001	2.488928884e-001		6.720000000e+002	-9.304784766e-001	2.237618292e-001		
6.730000000e+002	-8.104479313e-001	3.522490859e-001		6.730000000e+002	-1.076632768e+000	2.750757090e-001		
6.740000000e+002	-8.810358047e-001	4.784910977e-001		6.740000000e+002	-1.129977843e+000	3.763439072e-001		
6.750000000e+002	-9.734776020e-001	7.973656654e-001		6.750000000e+002	-1.261664634e+000	6.149808139e-001		
6.760000000e+002	-9.870499372e-001	1.004483938e+000		6.760000000e+002	-1.316885878e+000	7.606689494e-001		
6.770000000e+002	-9.449554682e-001	1.308841109e+000		6.770000000e+002	-1.258354340e+000	9.538204084e-001		
6.780000000e+002	-5.959333181e-001	1.941602349e+000		6.780000000e+002	-1.103336943e+000	1.393112939e+000		
6.790000000e+002	8.452136815e-002	2.066398144e+000		6.790000000e+002	-6.616717649e-001	1.468909792e+000		
6.800000000e+002	8.323531151e-001	1.847678900e+000		6.800000000e+002	-1.779989346e-001	1.316999568e+000		
6.810000000e+002	1.198181272e+000	1.420802951e+000		6.810000000e+002	-4.292065748e-003	1.055409582e+000		
6.820000000e+002	1.210140586e+000	9.364795089e-001		6.820000000e+002	-3.580106613e-002	7.446603561e-001		
6.830000000e+002	1.130874515e+000	6.389433742e-001		6.830000000e+002	-1.430538415e-001	5.549764271e-001		
6.840000000e+002	9.999222755e-001	5.118525028e-001		6.840000000e+002	-3.009411314e-001	4.661725736e-001		
6.850000000e+002	9.048945308e-001	3.411171436e-001		6.850000000e+002	-4.075991694e-001	3.628818566e-001		
6.860000000e+002	8.589550257e-001	2.672272325e-001		6.860000000e+002	-5.237000124e-001	3.261160874e-001		
6.870000000e+002	8.001920581e-001	2.674406767e-001		6.870000000e+002	-6.243693314e-001	3.225558011e-001		
6.880000000e+002	7.855954766e-001	2.115727961e-001		6.880000000e+002	-7.618979797e-001	3.036633960e-001		
6.890000000e+002	7.199711800e-001	1.276186109e-001		6.890000000e+002	-8.756985464e-001	3.118138962e-001		
6.900000000e+002	7.215334773e-001	1.361510605e-001		6.900000000e+002	-1.038383263e+000	3.496544916e-001		
6.910000000e+002	7.443814278e-001	1.034781039e-001		6.910000000e+002	-1.239420069e+000	4.420718228e-001		
6.920000000e+002	7.053346634e-001	1.500738040e-002		6.920000000e+002	-1.336356448e+000	5.437181701e-001		
6.930000000e+002	7.088441253e-001	5.842622742e-002		6.930000000e+002	-1.580798826e+000	5.508640233e-001		
6.940000000e+002	7.898661494e-001	-2.314157598e-002		6.940000000e+002	-1.919749626e+000	7.532309083e-001		
6.950000000e+002	7.193514705e-001	-1.116828993e-001		6.950000000e+002	-1.888238197e+000	1.145184180e+000		
6.960000000e+002	9.070482850e-001	-2.114496827e-001		6.960000000e+002	-2.689600026e+000	1.697125989e+000		
6.970000000e+002	5.740990043e-001	-3.547520936e-001		6.970000000e+002	-1.677654396e+000	2.139092780e+000		
6.980000000e+002	1.969399154e-001	-7.586745620e-001		6.980000000e+002	1.223706075e-001	3.474272148e+000		
6.990000000e+002	-1.430258900e-001	-6.069896817e-001		6.990000000e+002	1.492585998e+000	2.604926185e+000		
7.000000000e+002	-2.020474225e-001	-3.472357988e-001		7.000000000e+002	1.669423012e+000	1.718590071e+000		
7.010000000e+002	-1.710816771e-001	-1.968370080e-001		7.010000000e+002	1.549480290e+000	9.058882983e-001		
7.020000000e+002	-1.068370938e-001	-1.237867177e-001		7.020000000e+002	1.215729689e+000	6.224399708e-001		
7.030000000e+002	-5.717194825e-002	-7.398726791e-002		7.030000000e+002	9.051292966e-001	4.292369642e-001		
7.040000000e+002	-1.108888444e-002	-6.275068969e-002		7.040000000e+002	7.336538089e-001	3.552527500e-001		
7.050000000e+002	5.006484571e-005	-3.497010097e-002		7.050000000e+002	5.422457230e-001	2.525825395e-001		
7.060000000e+002	3.315397352e-002	-2.635125816e-002		7.060000000e+002	3.521979290e-001	2.004776372e-001		
7.070000000e+002	5.748971924e-002	-1.438262593e-002		7.070000000e+002	2.018359382e-001	1.913364273e-001		
7.080000000e+002	6.487574428e-002	-2.128871623e-003		7.080000000e+002	6.970690223e-002	1.473279751e-001		
7.090000000e+002	8.056480438e-002	1.280326687e-004		7.090000000e+002	-1.763790007e-002	1.365882530e-001		
7.100000000e+002	9.250185639e-002	4.532083403e-003		7.100000000e+002	-1.621670862e-001	1.618597373e-001		
